letter,term,important,sports,ap,definition
T,"Terps, Terrapins",false,true,false,"Never singular except when directly before a person’s name as the sole identifier: former Terp Stefon Diggs. 
Rarely used outside sports, except if in a proper name. First reference to sports teams should be in the following format: the Maryland women’s basketball team, the Maryland field hockey team, the Maryland football team. The Terps is acceptable on second reference to any team.
Terps’ should be used only as a possessive: the Terps’ first game. In most cases, Terps is used as a modifier: Terps guard Anthony Cowan.
"
T,"Terp Bucks
",false,false,false,"SEE DINING dollars.
"
T,"Terrapin Club, the
",false,false,false,"The university’s sports booster club. Use Terrapin Club, a university athletics booster club, on first reference.
"
T,"Terrapin Express
",false,false,false,"A points plan in which money is put onto the student ID card. It’s separate from the meal plan and can be used in any dining hall, the North Campus convenience store, McKeldin Library, student union eateries and other locations.
"
T,"Terrapin Israel Public Affairs Committee
",false,false,false,"Spell out on first reference; use TerPAC on second reference.
"
T,"Terrapin Row
",false,false,false,"Apartment complex that replaced the Knox Box apartments. It opened for leasing in fall 2016.
"
T,"Terrapin’s Turf
",false,false,false,"The unfortunate style for the bar/club that occupies the property previously owned by Santa Fe Cafe.
"
T,"Terrapin Trail Garage
",false,false,false,"The parking garage near Xfinity Center, formerly known as the Arena Drive Garage. Includes Lot 6.
"
T,"that
",false,false,false,"Drop this word unless its presence makes the sentence clearly correct. 
Can almost always be omitted when immediately after the verb to say.
When in doubt, keep it in.
Wrong: Loh said that he would make a statement tomorrow.
Right: Loh said he would make a statement tomorrow.
Right: Loh said that statement would be made tomorrow.
See (AP) that
"
T,"that, which",true,false,false,"These two words usually introduce clauses that modify nouns. If the information in the clause is essential to identify the noun, use that and do not use commas. If the clause provides information that is not essential to identify the noun, use which and enclose the clause in commas.
Right: Colleen Wilson’s car, which was in Lot 1, was hit by a bulldozer. (Here, the reader already knows which car is being discussed, so the clause provides information that is not essential to the sentence.)
Right: The car that was in Lot 1 was hit by a bulldozer.
Wrong: The car which was in Lot 1 was hit by a bulldozer.
"
T,"theater
",false,false,false,"Use theatre only when it is part of an official title, such as Folger Theatre. This university also calls its students theatre majors. Otherwise, use theater.
The school is styled as this: theatre, dance and performance studies school.
Capitalize only when referring to a specific place: Hoff Theater, but the Student Union’s movie theater.
"
T,"theater, dance and performance studies school, the
",false,false,false,"No Oxford comma.
"
T,"then
",false,false,false,"See FORMER, THEN
"
T,"their, they’re, there
",false,false,false,"Their is possessive. Their dog is sick.
They’re means they are. They’re going to Hawaii next week.
There refers to location. The ball landed over there.
"
T,"they/them/theirs
",false,false,false,"Acceptable as pronouns. Does not need explanation.
See pronouns
"
T,"think, feel
",false,false,false,"Someone might say he or she thinks ice cream is good. The reporter does not know what he or she really thinks.
Wrong: Loh thinks the university deserves top-10 status.
Right: Loh said he thinks the university deserves top-10 status.
Do not use feel in place of think, because it describes the physical touching of an object. Use believe instead.
Wrong: Loh said he feels the chancellor made the correct decision. (This implies Loh fondled the chancellor.)
Right: Loh said he believes the chancellor made the right decision.
"
T,"time
",false,false,false,"Use a figure followed by a.m. or p.m., except for noon and midnight. Do not use 12 a.m., 12 noon or 12 midnight.
Do not use zeros for times on the hour: It’s 7 a.m., but my watch reads 7:20.
In quotes, add a.m. or p.m. in brackets, unless the time of day is made clear in the context. Always use figures.
"
T,"titled
",false,false,false,"This word can usually be omitted. Never use entitled to mean titled. Entitled means deserving.
Wrong: Mark Ciardi made his acting debut in a mockumentary entitled ‘Welcome to Hollywood.’
Right: Mark Ciardi made his acting debut in a mockumentary titled ‘Welcome to Hollywood.’
Really right: Mark Ciardi made his acting debut in the mockumentary ‘Welcome to Hollywood.’
"
T,"Title IX Office, Title IX Officer
",false,false,false,"Never use.
See OFFICE OF CIVIL RIGHTS AND SEXUAL MISCONDUCT, THE
"
T,"titles",true,false,true,"Titles of campus and university system personnel should be lowercase after the name, with these exceptions: President Darryll Pines, Chancellor Jay Perman, Provost Mary Ann Rankin and, when necessary, Regent (name).
Titles of government officials and heads of state are also capitalized before the name: President Joe Biden, Pope Francis, Gov. Larry Hogan, Mayor Patrick Wojahn, Rep., Del. or Sen. Jones (party – district, county or state). Cabinet members, ministers and military officials are also introduced with capitalized titles.
Other campus and university titles should follow this format: Linda Clement, student affairs vice president.
If titles must come before the name, they are capitalized.
If more than one person holds the same title, precede with a: Clifford Foust, a history professor; Chris Elder, a committee member; David Fram, a regent.
Courtesy titles: Do not use Mr., Mrs., Ms. or Miss. Instead, use the first and last names on the first reference (no middle initials, unless the person is generally referred to that way, as in George C. Scott). Use only the last name on later references, unless that name is shared with someone else in the copy.
See middle initials
See doctor
"
T,"today
",false,false,false,"Never use.
See DAYS OF THE WEEK
"
T,"top 10, top-10
",false,false,false,"Don’t spell out 10 in specific, published lists. Hyphenate as a modifier.
Wrong: The top ten teams make the playoffs.
Right: This radio station plays top-10 songs every night.
Right: This university should be in the U.S. News top 10.
"
T,"tomorrow
",false,false,false,"Never use.
See DAYS OF THE WEEK
"
T,"toward
",false,false,false,"Not towards.
"
T,"trails
",false,false,false,"There are a ton of trails in and near College Park. If the name isn’t in this stylebook, check pgparks.com.
"
T,"Transportation Services, the Department of
",false,false,false,"This department manages both parking and shuttle service. DOTS is acceptable on second reference, as is the department. 
"
T,"Trolley Trail, the
",false,false,false,"A 3.8-mile trail that runs through College Park, Hyattsville and Riverdale Park. It’s not continuous; there are sections where it merges with Rhode Island Avenue. Nevertheless, don’t use Rhode Island Avenue Trolley Trail.
See TRAILS
"
T,"Twitter
",false,false,false,"Use “Zoe Pierce said on Twitter” rather than @zoehpierce said unless the handle is important to the story (@fakewallaceloh).
"
T,"247Sports",false,true,false,"No .com. Note the capital S.
"
U,"UMD Alerts
",false,false,false,"Messages sent as emails and text messages to warn university students and staff about crime, inclement weather or other urgent matters that could affect the campus. This is an exception to the rule against using UMD; don’t use University of Maryland Alert, because they’re widely known as UMD Alerts.
On second reference to a specific alert, the alert.
"
U,"Undergraduate Student Legal Aid Office, the
",false,false,false,"Uppercase. On second reference, the office, unless another office is mentioned.
"
U,"unique
",false,false,false,"Cannot be qualified. Things cannot be more or less unique.
"
U,"university",true,false,false,"Use the University of Maryland on first reference. Use the university on second reference, or this university when more than one university is mentioned. Never use University of Maryland, College Park; the university has dropped the city from its official name. Never use UMD, unless in an official name, and even then you can usually spell it out.
University refers to the entity, not the grounds. People are university officials or university students. Note that university is lowercase in university President Darryll Pines.
Wrong: Jones walked around the university before deciding to enroll. (Should be the campus.)
Right: university President Darryll Pined, university administration
Wrong: campus students, campus administration
See campus
"
U,"university-wide
",false,false,false,"Note the hyphen. 
"
U,"University Book Center, the
",false,false,false,"See bookstores
"
U,"University Boulevard
",false,false,false,"Use on all references for Maryland Route 193.
See HIGHWAYS
"
U,"University of Maryland Golf Course, the
",false,false,false,"On second reference, the course will suffice.
"
U,"University Health Center, the
",false,false,false,"First reference: the University Health Center. All others: the health center.
"
U,"University House, the
",false,false,false,"The 14,000-square-foot on-campus mansion where the university president ostensibly lives. Built in 2012 for an ungodly amount of money after the President’s Residence was torn down.
See PRESIDENT’S RESIDENCE, THE
"
U,"University Student Judiciary Board, the
",false,false,false,"Uppercase. A hearing panel made up of students trained by the judicial programs director.
Use the judicial board on first reference, and the board or the panel later in the story. Avoid Jud Board except when necessary in tight headlines or in quotes.
"
U,"University of Maryland Police",true,false,true,"Contrary to proper grammar, use are with University Police because it sounds better. University of Maryland Police are looking for the suspect. Use UMPD in ledes and headlines and full name in next use.
"
U,"University of Maryland medical school, the
",false,false,false,"Not University of Maryland School of Medicine. Definitely not medicine school.
The medical school is part of the University of Maryland, Baltimore, not this university. Thus, on first reference, use the full name. On second reference, the medical school.
Likewise:
the University of Maryland dental school (the dental school on second reference)
the University of Maryland law school (the law school on second reference)
the University of Maryland nursing school (the nursing school on second reference)
the University of Maryland pharmacy school (the pharmacy school on second reference)
the University of Maryland social work school (the social work school on second reference)
"
U,"University Recreation and Wellness
",false,false,false,"Use RecWell on second reference.
"
U,"University Senate, the
",false,false,false,"A body composed mostly of faculty members, some students and some classified employees and staff. It makes recommendations on academic and faculty concerns to the president. 
The senate (lowercase) on second reference. 
On first reference, capitalize the name of a senate committee. Use the committee or the panel on second reference unless other committees are included in the story.
"
U,"University system campuses
",false,false,false,"See addendum | usm
"
U,"University System of Maryland, the
",false,false,false,"When referring to the 12-institution University System of Maryland, use the University System of Maryland on the first reference and the system on later references. 
The old University of Maryland was reorganized by a state bill in July 1988 and includes 11 campuses and a research facility, with this university as the flagship campus. The system name was changed from University of Maryland System in July 1997.
Do not use University, Maryland, UM, U. of M., USM, U-Md. or University of Maryland System to mean the system or the university.
On second reference, lowercase, university system.
See Board of Regents
See addendum | usm
"
U,"University System of Maryland Student Council, the
",false,false,false,"The Student Council consists of the SGA and graduate student body presidents from the institutions across the system. 
On first reference, the University System of Maryland Student Council, or the system Student Council if the system has been mentioned already. On second reference, the council.
"
U,"University View, the
",false,false,false,"Two-building apartment complex on the 8200 block of Route 1. If specific buildings are referenced, use the University View and the University View II. Use the View on second reference.
"
U,"university-wide
",false,false,false,"One of the few words that takes a hyphen with -wide as its suffix. But campuswide is not hyphenated.
"
U,"URLs
",false,false,false,"See website, webpage
"
V,"Varsity, The
",false,false,false,"Apartment complex on Route 1 north of the University View. Note the capitalized The.
"
V,"Sports
",false,false,false,"Varsity Practice Fields, the
The full-length soccer practice field between Farm and Stadium drives, adjacent to Lot Q. Surrounded by a chain-link fence and netting. The men’s and women’s soccer teams practice here; it’s not open to the public.
Not to be confused with the Schutz Football Practice Complex.
See Schutz Football Practice Complex, THE
"
V,"Sports
",false,false,false,"Varsity Team House, the
Located on Stadium Drive, adjacent to the J. Logan and Louise Schutz Football Practice Complex, this facility is home to an athletic training room for several varsity sports.
Not to be confused with the Gossett Football Team House, which is on the other side of Lot R3.
See Gossett FOOTBALL TEAM HOUSE
"
V,"vice chancellor
",false,false,false,"Lowercase and place after the name, but if necessary before a name, capitalize.
See titles
"
V,"vice president
",false,false,false,"Never hyphenate. Lowercase and place after the name, but if necessary before the name, capitalize.
"
W,"warmup (n., adj.)
",false,false,false,"When referring to the nouns of a period of time used to warm up or the nice jackets athletes get to wear.
"
W,"warm up (v.)
",false,false,false,"When referring to the act of warming up.
"
W,"Washington, D.C.
",false,false,false,"Comma follows “D.C.” in the middle of a sentence: It was fun visiting Washington, D.C., on Monday.
See District of Columbia
"
W,"we
",false,false,false,"Other than in quotes, the only use for we is in staff editorials, and then only when emphasizing the view of the newspaper. Avoid overuse.
"
W,"website, webpage
",false,false,false,"One word, lowercase.
When possible, use brand name and not URL (Google, Yahoo, Facebook). If site is not easily recognizable, write Rivals.com. Never include www.
Do not italicize URLs or names of  publications and blogs.
Quotes from a website, as with other written statements, must be verbatim, including punctuation. If the website has a misspelled  word, correct it in [brackets] in the quote. If  there are numerous spelling or grammatical errors, try to paraphrase it instead of quoting.
See email
west
See directions, regions
"
W,"WMUC
",false,false,false,"On the first reference, use student radio station WMUC 88.1 FM and WMUC thereafter. Do not use ’MUC. Don’t italicize.
See radio stations
"
W,"Women’s Health Services
",false,false,false,"The Women’s Health Services is located in the Health Center. Use the center on second reference if no confusion will result.
"
X,"x
",false,false,false,"In lumber measurements: 2x4.
"
X,"XF
",false,false,false,"No quotations. Failure of a class due to academic dishonesty.
"
X,"Sports
",false,false,false,"Xfinity Center
Home of the athletic department and near Lot 4, north of North Campus. Both basketball teams, the volleyball team and the wrestling team compete there. It opened for the 2002-03 basketball season as Comcast Center and was renamed in July 2014.
The arena or Xfinity is acceptable on second reference. It does not take the article ‘the’ in front of it: The game was played at Xfinity Center. But: the Xfinity Center fans, the Xfinity Center scoreboard.
"
X,"Xfinity Pavilion
",false,false,false,"The gym where the volleyball, wrestling and gymnastics teams compete. It does not take the article ‘the’ in front of it.
"
X,"X-ray
",false,false,false,""
Y,"years
",false,false,false,"Set off with commas if part of a complete date: Jan. 18, 1994, was the first day of classes. But do not use commas when talking about months: The report will be ready in April 1994.
Use a backquote only when deleting the 19 or 20: The 1980s, the ’60s.
Use the format 2012-13 in reference to academic years, basketball seasons and other periods that span portions of two consecutive years.
"
Y,"yesterday
",false,false,false,"Never use.
See DAYS OF THE WEEK
"
Z,"Zoe Pierce honorary mention",false,false,false,""
